rgn_id,product,year,tonnes_rel
1,corals,1990,1
1,corals,1991,1
1,corals,1992,1
1,corals,1993,1
1,corals,1994,1
1,corals,1995,1
1,corals,1996,1
1,corals,1997,1
1,corals,1998,1
1,corals,1999,1
1,corals,2000,1
1,corals,2001,1
1,corals,2002,1
1,corals,2003,1
1,corals,2004,1
1,corals,2005,1
1,corals,2006,0.827387218778025
1,corals,2007,0.738652893875727
1,corals,2008,0.663610378781744
1,corals,2009,0.567152853385161
1,corals,2010,0.498063951099394
1,corals,2011,0.465476543965256
1,corals,2012,0.464981659273389
1,corals,2013,0.443866579087073
1,fish_oil,1976,0.858394565968249
1,fish_oil,1977,0.646232295724261
1,fish_oil,1978,0.785245356838641
1,fish_oil,1979,0.826595037879898
1,fish_oil,1980,0.95204308074525
1,fish_oil,1981,1
1,fish_oil,1982,1
1,fish_oil,1983,1
1,fish_oil,1984,1
1,fish_oil,1985,1
1,fish_oil,1986,1
1,fish_oil,1987,1
1,fish_oil,1988,1
1,fish_oil,1989,0.947962224895279
1,fish_oil,1990,1
1,fish_oil,1991,1
1,fish_oil,1992,1
1,fish_oil,1993,1
1,fish_oil,1994,1
1,fish_oil,1995,1
1,fish_oil,1996,1
1,fish_oil,1997,1
1,fish_oil,1998,1
1,fish_oil,1999,0.99300473732988
1,fish_oil,2000,0.939594622667333
1,fish_oil,2001,0.979561141699932
1,fish_oil,2002,0.999807043620548
1,fish_oil,2003,0.894076978245026
1,fish_oil,2004,0.850837327741558
1,fish_oil,2005,0.701260498767164
1,fish_oil,2006,0.612614067971854
1,fish_oil,2007,0.587725070682482
1,fish_oil,2008,0.613823014918352
1,fish_oil,2009,0.600453328708715
1,fish_oil,2010,0.644025571603578
1,fish_oil,2011,0.675078086622368
1,fish_oil,2012,0.623056413212787
1,fish_oil,2013,0.662922626603537
1,ornamentals,1976,0.197816336794782
1,ornamentals,1977,0.231617865040766
1,ornamentals,1978,0.27628584097794
1,ornamentals,1979,0.326287739019408
1,ornamentals,1980,0.436597637253322
1,ornamentals,1981,0.533757147746068
1,ornamentals,1982,0.606935287714064
1,ornamentals,1983,0.645875605876981
1,ornamentals,1984,0.599891656280998
1,ornamentals,1985,0.523989510626631
1,ornamentals,1986,0.464344478619921
1,ornamentals,1987,0.488049072474301
1,ornamentals,1988,0.653386321353295
1,ornamentals,1989,0.78729456910979
1,ornamentals,1990,0.94954637102686
1,ornamentals,1991,1
1,ornamentals,1992,1
1,ornamentals,1993,1
1,ornamentals,1994,1
1,ornamentals,1995,1
1,ornamentals,1996,1
1,ornamentals,1997,1
1,ornamentals,1998,1
1,ornamentals,1999,1
1,ornamentals,2000,0.952757987745915
1,ornamentals,2001,0.789441937818543
1,ornamentals,2002,0.74196846210301
1,ornamentals,2003,0.689856176472309
1,ornamentals,2004,0.697771793459462
1,ornamentals,2005,0.75618234589935
1,ornamentals,2006,0.702474139426274
1,ornamentals,2007,0.759075981578138
1,ornamentals,2008,0.856703628851314
1,ornamentals,2009,0.906560045576074
1,ornamentals,2010,1
1,ornamentals,2011,1
1,ornamentals,2012,0.821017773741301
1,ornamentals,2013,0.562068401290041
1,seaweeds,1990,0.633897833855312
1,seaweeds,1991,0.715670000245316
1,seaweeds,1992,0.735077261068544
1,seaweeds,1993,0.807745459600461
1,seaweeds,1994,0.880359143354785
1,seaweeds,1995,1
1,seaweeds,1996,1
1,seaweeds,1997,1
1,seaweeds,1998,1
1,seaweeds,1999,1
1,seaweeds,2000,1
1,seaweeds,2001,1
1,seaweeds,2002,1
1,seaweeds,2003,1
1,seaweeds,2004,1
1,seaweeds,2005,1
1,seaweeds,2006,1
1,seaweeds,2007,1
1,seaweeds,2008,1
1,seaweeds,2009,1
1,seaweeds,2010,1
1,seaweeds,2011,1
1,seaweeds,2012,0.874798636040265
1,seaweeds,2013,0.629809225535812
1,sponges,1990,0.13966579969359
1,sponges,1991,0.121138703815869
1,sponges,1992,0.125730889973595
1,sponges,1993,0.125414187479959
1,sponges,1994,0.180520421372668
1,sponges,1995,0.23538912839515
1,sponges,1996,0.248215579387418
1,sponges,1997,0.383605895416919
1,sponges,1998,0.578377929003218
1,sponges,1999,1
1,sponges,2000,1
1,sponges,2001,1
1,sponges,2002,1
1,sponges,2003,0.968634576786499
1,sponges,2004,0.606643626560255
1,sponges,2005,0.503556964881652
1,sponges,2006,0.389306540302372
1,sponges,2007,0.295245899692403
1,sponges,2008,0.290020308547404
1,sponges,2009,0.281469341219225
1,sponges,2010,0.260566976639232
1,sponges,2011,0.239189558318785
1,sponges,2012,0.125176660609731
1,sponges,2013,0.0826593508390637
2,corals,1990,1
2,corals,1991,1
2,corals,1992,1
2,corals,1993,1
2,corals,1994,1
2,corals,1995,1
2,corals,1996,1
2,corals,1997,1
2,corals,1998,1
2,corals,1999,1
2,corals,2000,1
2,corals,2001,1
2,corals,2002,1
2,corals,2003,1
2,corals,2004,1
2,corals,2005,1
2,corals,2006,0.827387218778025
2,corals,2007,0.738652893875727
2,corals,2008,0.663610378781744
2,corals,2009,0.567152853385161
2,corals,2010,0.498063951099394
2,corals,2011,0.465476543965256
2,corals,2012,0.464981659273389
2,corals,2013,0.443866579087073
2,fish_oil,1976,0.858394565968249
2,fish_oil,1977,0.646232295724261
2,fish_oil,1978,0.785245356838641
2,fish_oil,1979,0.826595037879898
2,fish_oil,1980,0.95204308074525
2,fish_oil,1981,1
2,fish_oil,1982,1
2,fish_oil,1983,1
2,fish_oil,1984,1
2,fish_oil,1985,1
2,fish_oil,1986,1
2,fish_oil,1987,1
2,fish_oil,1988,1
2,fish_oil,1989,0.947962224895279
2,fish_oil,1990,1
2,fish_oil,1991,1
2,fish_oil,1992,1
2,fish_oil,1993,1
2,fish_oil,1994,1
2,fish_oil,1995,1
2,fish_oil,1996,1
2,fish_oil,1997,1
2,fish_oil,1998,1
2,fish_oil,1999,0.99300473732988
2,fish_oil,2000,0.939594622667333
2,fish_oil,2001,0.979561141699932
2,fish_oil,2002,0.999807043620548
2,fish_oil,2003,0.894076978245026
